user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,total_ad_revenue,total_iap_revenue,total_revenue,AdRev_D8,IAPRev_D8
37d150e5cdc880283040ac131c5b528f,46.0,0.0,0.0502672027796506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502672027796506,0.0,0.0502672027796506,0.0,0.0
8f7c15ce4c06fd54a0f3183c02430fd4,46.0,0.0,0.0052725002169609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052725002169609,0.0,0.0052725002169609,0.0,0.0
8cb31e61444f25654f10bc13dfe7e504,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c9b0c6702f47a6f629a20bca7dfcac5,46.0,0.0,0.0,0.0,0.015596890123561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015596890123561,0.0,0.015596890123561,0.0,0.0
c69538d40f677b64bf7f203e6f907ed1,46.0,0.0,0.2794032259844243,0.0,0.8254145905375481,0.0,0.1630130631383508,0.0,0.1348059773445129,0.0,0.136342333862558,0.0,0.0935511356219649,0.0,0.3437673635780811,0.0,0.1875078869052231,0.0,2.1638055769726634,0.0,2.1638055769726634,0.0,0.0
2cacf6e555889b636b1a158dc44bf9d8,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6a4b478aff4bad580e1763840072f943,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66e255498e0c8eb3416b6ef1b2db91fe,46.0,1.0,0.1056133732199668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056133732199668,0.0,0.1056133732199668,0.0,0.0
4082ed2cd04ed89eccc07939b2cd0991,46.0,1.0,0.0965839326381683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0965839326381683,0.0,0.0965839326381683,0.0,0.0
848eec290f187ef0e154effd594b0d12,46.0,1.0,0.0056747139897197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056747139897197,0.0,0.0056747139897197,0.0,0.0
