user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,total_ad_revenue,total_iap_revenue,total_revenue
209ffdfc8f3fc551bffeccc1fd6de349,45.0,0.0,0.0435406975448131,0.0,0.0,0.0,0.0,0.0,0.0709789544343948,0.0,0.1145196519792079,0.0,0.1145196519792079
3617494101fbf85c1f7f4e40989c4f69,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cf07caac2f1e26a8d1ddd6f0b9e8239f,45.0,0.0,0.0210443045943975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0210443045943975,0.0,0.0210443045943975
e776f5d5eabfed2292ca18d6a70e02e3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30b8ec07c4bf8c0fc325d61cc0cdbf64,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e1c4862965eb02da387005bf75e60a52,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f3b6b50fa12743563f71751c31da1745,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8dd8d5e759a0b262e027aa19712fefa2,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d8ab5e6e3e1dbec7593ffea624bb7a3,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7b569c31787f2aaf18b1d5110a7c62fb,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291e7c8160115405811fe7dd9d629a89,45.0,0.0,0.029253477230668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029253477230668,0.0,0.029253477230668
82014ee44784a215c59a79e4ff2457a6,45.0,0.0,0.0195054113864898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195054113864898,0.0,0.0195054113864898
60f4282c35dbb5df093b9382b8623c1e,45.0,0.0,0.1018616650253534,0.0,0.0739574218168854,0.0,0.3506624298170209,0.0,0.0224902499467134,0.0,0.5489717666059731,0.0,0.5489717666059731
effcfeaeaf7cfdde615b643ebf84e416,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8d94adb927cf43307ea81d9ae041f933,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8d3bf21ac28ed5dca53aa3c4f8dbfef8,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04f0a829f660b3391b0883ee151c873b,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d2e376fd6656b8ea944d94ed122cf63,45.0,0.0,0.0193071942776441,0.0,0.0037662549875676,0.0,0.0,0.0,0.0,0.0,0.0230734492652117,0.0,0.0230734492652117
14199c9f49f5547c6b21ed63692c66a6,45.0,1.0,0.0111143174581229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111143174581229,0.0,0.0111143174581229
4ca58ad055cf681f7b8b30b1bcaf3d30,45.0,0.0,0.2000000029802322,0.0,0.9045164659619332,0.0,0.2161044627428054,0.0,0.1487517058849334,0.0,1.4693726375699043,0.0,1.4693726375699043
5492e789c7bd2019f81cb4583199d408,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67e2e10bfeebc191b654d95504737a52,45.0,1.0,0.0260906238108873,0.0,0.0,0.0,0.0029108428861945,0.0,0.0,0.0,0.0290014666970818,0.0,0.0290014666970818
c8abdd768120364a99fdf358ff3e7385,45.0,1.0,0.0,0.0,0.0190769135951995,0.0,0.0,0.0,0.0,0.0,0.0190769135951995,0.0,0.0190769135951995
e685e09efbe6e74a9ff079b722f31f0e,45.0,1.0,0.0289455354213714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289455354213714,0.0,0.0289455354213714
46cd41af61fbbedeb831f4cc5e29c92f,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54fe196d2968cf3339e082bcf927c841,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939d337a64c9227871c729da7f771c35,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ed9e5d73c7a27a118bd8998a6aae1374,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6ac59caaecbf912e2f61e2a44b3008c6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98e3062290984fc29392e191a6e5f56c,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98e3062290984fc29392e191a6e5f56c,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d4bc7b78aa467c4e5fedea3820636847,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e624bb1a564f9e7f8d5d0925fa868bbf,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
